epoch,not_only_accuracy,or_only_accuracy,and_only_accuracy,small_accuracy,test_accuracy,train_accuracy
164,0.63671875,0.9765625,0.728515625,0.7890625,0.9726231956197113,0.994947590679436
165,0.771484375,0.9765625,0.96875,0.9296875,0.9335490293678447,0.9981147726415805
166,0.7421875,0.99609375,0.98046875,0.962890625,0.9495395719263315,0.9985672272076013
167,0.732421875,0.99609375,0.986328125,0.947265625,0.9823295171727228,0.9985672272076013
168,0.6953125,0.984375,0.947265625,0.888671875,0.9341712294673967,0.9996229545283161
169,0.716796875,1.0,0.984375,0.966796875,0.9488551518168243,0.9967574089435186
170,0.794921875,0.998046875,0.990234375,0.970703125,0.9202961672473867,0.999321318150969
171,0.80078125,0.99609375,0.984375,0.96875,0.8961548033847685,0.9980393635472438
172,0.775390625,0.994140625,0.96875,0.953125,0.9644101543056247,0.9981901817359173
173,0.78125,0.99609375,0.978515625,0.953125,0.9685788949726232,0.9984164090189277
174,0.693359375,0.982421875,0.86328125,0.845703125,0.9939024390243902,0.9987180453962748
175,0.73046875,0.912109375,0.9375,0.765625,0.910776505724241,0.9930623633210165
176,0.73828125,0.99609375,0.818359375,0.755859375,0.9195495271279244,0.9978131362642335
177,0.78125,1.0,0.94140625,0.861328125,0.9469885515181683,0.9994721363396426
178,0.810546875,0.990234375,0.98046875,0.94921875,0.9471752115480339,0.9970590453208656
179,0.681640625,0.9765625,0.947265625,0.9375,0.9492906918865107,0.9963803634718347
180,0.69140625,0.953125,0.94140625,0.91015625,0.9708188153310104,0.9981147726415805
181,0.82421875,0.998046875,0.982421875,0.966796875,0.9309980089596814,0.9985672272076013
182,0.736328125,0.99609375,0.970703125,0.83203125,0.9208561473369836,0.9992459090566322
183,0.80078125,0.994140625,0.984375,0.953125,0.921913887506222,0.9978131362642335
184,0.791015625,0.994140625,0.97265625,0.943359375,0.9072921851667496,0.9989442726792851
185,0.666015625,0.806640625,0.9375,0.80859375,0.9176829268292683,0.9989442726792851
186,0.81640625,0.9921875,0.978515625,0.921875,0.9229094076655052,0.9996229545283161
187,0.775390625,0.998046875,0.962890625,0.9296875,0.9770408163265306,0.9995475454339794
188,0.748046875,1.0,0.990234375,0.90234375,0.965716774514684,0.9957016816228037
189,0.791015625,0.98828125,0.984375,0.9140625,0.9331134892981583,0.9978885453585702
190,0.7421875,0.994140625,0.98046875,0.8359375,0.9556993529118964,0.9957016816228037
191,0.630859375,0.94921875,0.734375,0.71875,0.9263937282229965,0.9972098635095392
192,0.70703125,0.96484375,0.837890625,0.73046875,0.9665878546540567,0.9996229545283161
193,0.705078125,0.982421875,0.6796875,0.677734375,0.953397212543554,0.9891410904155041
194,0.763671875,0.9921875,0.8046875,0.6953125,0.936411149825784,0.9996983636226529
195,0.8203125,1.0,0.98046875,0.888671875,0.9530238924838228,0.9991704999622955
196,0.787109375,1.0,0.912109375,0.83984375,0.9428198108511697,0.9996229545283161
197,0.77734375,0.984375,0.74609375,0.806640625,0.9568193130910901,0.9974360907925496
198,0.83984375,1.0,0.96484375,0.853515625,0.9939024390243902,0.9991704999622955
199,0.79296875,0.984375,0.845703125,0.716796875,0.9417620706819313,0.9987180453962748
200,0.861328125,1.0,1.0,0.98046875,0.9888003982080638,0.9982655908302541
